,title,MLS ID,transaction_type,home_type,level,first day on market,last day on market,sold_price,list_price,bedrooms,bathrooms,den,sqft,exposure,parking,locker,maintanance fee,description,link,address
2894,64 Sloley Rd On | House For Sale,E5124716,for sale,Residential House,,20210223,,,"1,389,000",5,3,0,,N,,,,"Desirable Bluffs Neighbourhood. Rare To Find 5Br Side-Split Renovated Top-To-Bottom: Hardwood Floors Throughout, Open Concept Living-Dining Room W/Large Windows &amp; Fireplace, Kitchen W/Quartz Counters &amp; Ceramic Backsplash, S/S Appl; Breakfast Area W/Walk-Out To Deck; Pot Lights; Washrooms W/Quartz Counters; Master Br. W/Ensuite &amp; Oversized W/I Closet &amp; W/O To Balcony. Basement W/Large Above Grade Windows &amp; Separate Entrance. Large Back Yard W/Two-Tier Deck. Stainless Steel Fridge, Range, Range-Hood, Dishwasher; Lg 2016 Washer &amp; Drier; All Electrical Light Fixtures &amp; Window Coverings. Central Vac (As Is). Jacuzzi. Garage Door Opener W/ Remote.""",https://www.realmaster.com/en/toronto-on/64-sloley-rd/on-cliffcrest-TRBE5124716?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=51,"On 64 Sloley Rd, Toronto, Ontario, M1M1C8"
2895,62 Romulus Dr | House For Sale,E5124583,for sale,Residential House,,20210222,,,"899,000",3,4,3,,N,,,,"Beautiful 3 + 3 Bedroom And 4 Wr Bungalow With No Neighbors Behind! Bright &amp; Open Living/Dining Room With Big Picture Window.Harwood Floor Thru-Out. Fantastic Eat In Kitchen With S/S Fridge &amp; Stove. Lots Of Counter And Cabinet Space.  3 Large Bedroom's With Good Sized Closets. Renovated Basement 3 Bedroom Apartment With Separate Entrance. New Furnace 2020, New Insulation In Attic, Close To Public Transit, Place Of Worship, Local Shops,Schools, Parks &amp; Hwy 401 All Existing Elfs &amp; Window Covering, Stove, Fridge, Dishwasher, Dryer/Washer, New Furnace 2020, Hot Water Tank Is Rental""",https://www.realmaster.com/en/toronto-on/62-romulus-dr/bendale-TRBE5124583?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=51,"62 Romulus Dr, Toronto, Ontario, M1K4C2"
2896,8 Durrington Cres | House For Sale,E5124341,for sale,Residential House,,20210223,,,"800,000",3,1,0,,N,,,,"What A Great Opportunity To Own A Beautiful Property In A Great Location!! This Three Bedroom Bungalow Is Ready For You To Add Your Own Personal Touch To It. It Has Original Hardwood Floors, A Separate Entrance To A Partially Finished Basement With Above Grade Windows. Close To Transit, Schools, Shopping And So Much More. Fridge, Stove, Dishwasher, Electric Light Fixtures, Window Coverings, Washer And Dryer. Hot Water Tank Is A Rental.""",https://www.realmaster.com/en/toronto-on/8-durrington-cres/bendale-TRBE5124341?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=51,"8 Durrington Cres, Toronto, Ontario, M1P4G5"
2897,8 Radisson St | House For Sale,E5123118,for sale,Residential House,,20210222,,,"879,000",3,2,1,,N,,,,"Charming, Well Maintained 3 Bedroom Bungalow Located In The Heart Of Scarborough. Fully Brick Exterior With Hardwood Flooring On The Main Floor. Finished Basement Apartment With A Walk Out To The Yard, Ideal For Investors. Steps Away From Breathtaking Ravine And Greenery. Also Minute To Go Station, Schools, Park, Shopping Centers And All Other Amenities.? 2 Fridge, 2 Stove, Washer, Dryer, Built-In Dishwasher, Air Filtration System 2014, Roof 2014, Furnace 2014, Hvac 2014, New Windows, Light Fixtures.""",https://www.realmaster.com/en/toronto-on/8-radisson-st/eglinton-east-TRBE5123118?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=51,"8 Radisson St, Toronto, Ontario, M1J2N3"
2898,90 Hill Cres | House For Sale,E5116990,for sale,Residential House,,20210216,,,"1,499,888",4,4,1,2000-2500,N,,,,"Stunning 4 Bedroom On One Of The Most Desirable Streets In Scarborough Village! Recent Renos Include: Chef's Kitchen Overlooking Beautiful Backyard Complete W Large 20X40 Kidney Shaped Gunite Pool, Finished High Basement, Hardwood Flooring, Tiles On Main, &amp;, 2 Stone Wood Burning Fireplaces! Bluffs Property W Seasonal Lake Views &amp; Professionally Landscaped Yard. Great Schools W Sir Wilfrid Laurier Collegiate &amp; International Baccalaureate Program. Stainless Steel Fridge, Stove, B/I Microwave (2020), B/I Dishwasher, All Window Coverings, All Elfs, Security System, Central Air, Pool &amp; All Equip &amp; Central Vac. Also Note: Newer Roof, Water Heater (2018), &amp; Pool Heater (2017).""",https://www.realmaster.com/en/toronto-on/90-hill-cres/scarborough-village-TRBE5116990?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=51,"90 Hill Cres, Toronto, Ontario, M1M1J6"
2899,138 Fairglen Ave | House For Sale,E5116619,for sale,Residential House,,20210216,,,"2,880,000",4,5,0,3500-5000,W,,,,"Custom Built Luxury Home. 4650 Sf. 4 Bedrooms. Master Bedrm On Main Fl W 6 Pc Ensuite.2 W/I Closets W/Custom Organizers.3 Bedrms On 2nd Floor All W/Ensuite Wash &amp; W/I Closets.Beautiful 20 Ft Foyer.Hardwd, Crown Mouldings &amp; Potlights.Bright Kitchen W//Quartz Counter-Top,Custom Backsplash,Lrge Breakfast Island,Pantry,Butlers Room &amp; Wine Cooler.Premium Drs.Interlock Driveway,Patio &amp; Side.Fronting On Park.10 Ft In Main,15 Ft Lr/Dr,9 Ft On 2nd &amp; Basement. Double Door Fridge &amp; Freezer.Gas Stove W/2 Ovens.B/I Oven &amp; Microwave &amp; Dishwasher.Washer/Dryer.Cvac, Cac. 2 Sheds, 2 Gazebos. Hwt(R). Alarm &amp; Security Cameras.""",https://www.realmaster.com/en/toronto-on/138-fairglen-ave/lamoreaux-TRBE5116619?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=51,"138 Fairglen Ave, Toronto, Ontario, M1W1A7"
2900,107 Sylvan Ave | House For Sale,E5115763,for sale,Residential House,,20210215,,,"2,259,900",4,3,0,,S,,,,"Spectacular Direct Waterfront Views Overlooking Lake Ontario On The Bluffs! Highly Coveted Neighbourhood! Quiet Street! Massive Lot! Renovate Or Build Your Dream Luxury Home! Endless Possibilities! High Demand Area! Surrounded By Multi-Million Dollar Homes Near 'Millionaire's Row'! Prices Are Going Up! Don't Miss This Opportunity!!!Rarely Offered Direct Lake Views! Build Your Forever Home!! Property &amp; Structure Are Being Sold As Is Where Is -No Warranties Or Representations Are Being Made/Sold Under Power Of Sale/Contractor Has Quoted To Renovate. Pictures Are Virtual 3D Modelling Renderings: Fabulous Reno / Extend/Rebuild!""",https://www.realmaster.com/en/toronto-on/107-sylvan-ave/scarborough-village-TRBE5115763?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=51,"107 Sylvan Ave, Toronto, Ontario, M1M 1J9"
2901,4 Chicory Ln | Townhouse For Sale,E5111777,for sale,Residential Townhouse,,20210211,,,"929,900",3,3,1,,N,,,,"*A D-R-E-A-M Home*5 Car Parking Withgarage, End Unit Townhome, By Mattamy On The Rouge Premium 46'X147' Lot Spacious, Bright W/New Windows Upgraded Kitchen W/Granite Counter* Upgraded 4 S/S Appliances*Main Flr Fam Rm W/Bow Window Large Lr/Dr Combo Oak Stair Gleaming Hardwood On Main Flr 2nd Br O/Looks Pond*5Carsprk.Granite Thru Out.Ttc Walk To Rouge Park &amp; Schools A Must See Home W\obackyard With Patio Slabs  Just Steps From Transit &amp; Parks, And Minutes N S/S Fridge, S/S Gas Stove,S/S Dishwasher,S/S Fan,Washer,Dryer,All Elf's,All Blinds,Cac,Garage Door Opener With 2 Remotes,Walk To Nightstar Public School,Ttc On Staines Road,Custom Patio Walkway,Concrete Bbq Pad.Master With Custom Organizer.""",https://www.realmaster.com/en/toronto-on/4-chicory-ln/rouge-e11-TRBE5111777?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=51,"4 Chicory Ln, Toronto, Ontario, M1X2E6"
2902,114-120 Guildwood Pkwy | House For Sale,E5100229,for sale,Residential House,,20210201,,,"2,550,000",3,5,0,,S,,,,"Legal 4-Plex With Townhouse-Type Units In The Desirable Guildwood Neighbourhood. Each With Two Floors Plus Basement, Three Bedrooms And Backyard. Each Unit Pays For Its Own Water, Utility, Hydro And Gas Bills. Low Maintenance And High Return. The Salesperson Is Also The Owner Of The Property. Lot Size Approximately 62.06X19.66 Metres (203'X64.5' Feet); Survey Plan Is Available. One Unit Is Vacant And Was Recently Renovated With New Kitchen, Bathrooms And Doors; Other Units Are In Good Condition. Annual Net Income $68,566.15 (Potential Increase To $92,570). Tenants Pay All Bills (Hydro, Water, Utility And Gas).""",https://www.realmaster.com/en/toronto-on/114-120-guildwood-pkwy/guildwood-TRBE5100229?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=51,"114-120 Guildwood Pkwy, Toronto, Ontario, M1E 1P3"
2903,343 O'connor Dr | House For Sale,E5079673,for sale,Residential House,,20210108,,,"2,480,000",3,3,2,,S,,,,"Purpose-Built Legal Luxury Duplex! Professional Finished With Soundproof. Convenient Location. Mins To Subway And Dvp. 10 Mins To Downtown. Close To Park, Trail, Shopping &amp; Everything. Completely Separate 2Units Good For Extended Family! Tasteful Design And Deco. Move In Ready! Or Live In One And Rent The Other For Around $7500/M To Cover Your Mortgage. The Seller Has Executive Rental Lease In Place. Live And Enjoy For Free! 2 Set Of Kitchen Appliances; 2 Sets Of Washer And Dryer, Good For Living With In-Laws Or Mature Kides, Or Buyer As Investment;  Incredible Cash Flow For Long Term Stable Income. Let The Property Make Money For You.""",https://www.realmaster.com/en/toronto-on/343-oconnor-dr/east-york-TRBE5079673?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=51,"343 O'connor Dr, Toronto, Ontario, M4J 2V"
2904,44 Mitchell Ave | House For Sale,C5125394,for sale,Residential House,,20210223,,,"1,100,000",2,1,0,,S,,,,"This 2 Bedroom, South Facing, Semi Detached Bungalow With A Beautiful Deep Backyard! Located On A Quiet Street Between The Trendy Neighbourhoods Of Both Queen West And King West.This Property Is Steps From The Best Restaurants, Bars, Galleries, Trinity Bellwoods Park, And Theatres Includes: Fridge, Stove, B/I Dishwasher, Washer, Dryer.""",https://www.realmaster.com/en/toronto-on/44-mitchell-ave/niagara-TRBC5125394?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=51,"44 Mitchell Ave, Toronto, Ontario, M6J1B9"
2905,113 Stafford Rd | House For Sale,C5125339,for sale,Residential House,,20210223,,,"1,799,000",3,3,2,,S,,,,"Fully Renovated Bungalow In A Central Location, Featuring Open Concept Layouts On Both Main Floor And Basement. Brand New Kitchens, Granite Countertops, Glass Backsplash, Under-Mount Sinks, Functional Island On 1st Floor, Modern Cabinets, Stainless Steel Appliances, Laminate Floors Throughout, Crown Moulding, Pot Lights, Renovated Washrooms, New Furnace, New Air Condition Unit And So Much More! Existing Stainless Steel Appliances And All Electrical Light Fixtures. Walking Distance To Public Transportation, Restaurants, Parks And Trails.""",https://www.realmaster.com/en/toronto-on/113-stafford-rd/willowdale-west-TRBC5125339?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=51,"113 Stafford Rd, Toronto, Ontario, M2R1V5"
2906,346 Moore Park Ave | House For Sale,C5125296,for sale,Residential House,,20210223,,,"1,199,000",3,2,3,,N,,,,"Spacious 3 Bdrm Bungalow, Open Concept Kitchen &amp; Walk-Out Finished Bsmt W/Kitchen &amp; Separate Entrance &amp; Excellent Rental Potential. Stunning Fully Upgraded &amp; Renovated. Huge Corner Lot 58X132.75. Great Neighborhood, Close To Center Point Mall, Promenade Mall &amp; York University. Super Convenient Location, Goulding Community Center &amp; Amenities, Steps To Ttc. Car Garage With Large Lot, Large Backyard Fully Fenced. Perfect To Move In, Don't Miss It. See 3D V.T. 2 S/S Fridge, 2 S/S Stove, 2 Washer &amp; Dryer, Dishwasher, Microwave All Electrical Light Fixtures, A/C""",https://www.realmaster.com/en/toronto-on/346-moore-park-ave/newtonbrook-west-TRBC5125296?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=51,"346 Moore Park Ave, Toronto, Ontario, M2R2R6"
2907,280 Reiner Rd | House For Sale,C5125232,for sale,Residential House,,20210223,,,"1,399,000",3,4,2,,W,,,,"Stunning $300K+ Reno'd To The Studs 2018! Open Concept, Huge Lot! 14Ft Vaulted Ceiling, Master Chef Kitchen, Modern Glass Baths, Quartz Counters, Wide Plank Hardwood &amp; High Quality Vinyl Floors. Roof ('13), New Eves Troughs, New Windows, R20 &amp; R35 Spray Insulated. New Water Line To City, New Plumbing, New Electrical W/200A Panel. L.E.D. Potlights, Decorator Elfs, Ring Security. Separate 2Bdrm In-Law Apt. 5 Min Walk Subway, Min To 401, Allen Expwy, Yorkdale. L.G. French Dr Fridge, Kitchen.Aid (5 Burner Stove, Dishwasher W/3rd Lvl Rack), Broan Elite Range Hood, Lg Ultra Large Front Load W/D. Bsmnt: Fridge, Gas Stove, Falco Range Hood. All Elfs, All Window Coverings, Gdo. Hwt Rental $22.43""",https://www.realmaster.com/en/toronto-on/280-reiner-rd/clanton-park-TRBC5125232?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=51,"280 Reiner Rd, Toronto, Ontario, M3H2M6"
2908,165 Kennard Ave | House For Sale,C5125121,for sale,Residential House,,20210223,,,"1,088,000",3,3,2,,S,,,,"A Must See Property-Beautiful South Facing Backyard Bungalow On A Premium Flat Lot In The Heart Of High Demand Bathurst Manor Community! 2 Bed Apart Basement For  $1600 Extra Income. Spacious Open Concept Living, Dining Room. Spectacular Hardwood Floors, Huge Windows, Smooth Ceilings And More. Basement Apartment With Separate Entrance. Walking Distance To Transportation, Great Schools, Park And Shopping. All Elfs, Cac, Washer, Dryer, Water Softener With Water Purifying System, Two Fridges, Two Stoves, Dishwasher.""",https://www.realmaster.com/en/toronto-on/165-kennard-ave/bathurst-manor-TRBC5125121?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=51,"165 Kennard Ave, Toronto, Ontario, M3H4M8"
2909,407 Belsize Dr | House For Sale,C5125104,for sale,Residential House,,20210223,,,"1,995,000",3,2,0,,S,,,,"Prime Location! Sleek, Stylish &amp; Sun-Drenched Detached Home In Davisville Village Situated On A Deep South Lot In Coveted Maurice Cody School District. This Inviting 3 Bd 2 Bath Home Boasts Approx 2000 Sf Of Meticlulous Living Space, Hardwood Flooring, Generous Chef's Kitchen Including Wolf Gas Range, Pantry And Breakfast Area With W/O To Stunning &amp; Private Backyard Oasis Featuring Landscaped Patio, B/I Outdoor Speakers And Lush Garden. Wander Down To Generous Lower Level With Charming Family Room With B/I  Surround Sound System, 2 Office Areas, Custom Cabintery &amp; Spa-Like Bath With Steam Shower! Mere Steps To Specialty Shops On Bayview, Walking Trails, Restaurants &amp; More!""",https://www.realmaster.com/en/toronto-on/407-belsize-dr/mount-pleasant-east-TRBC5125104?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=51,"407 Belsize Dr, Toronto, Ontario, M4S1N3"
2910,542 Manning Ave | House For Sale,C5124648,for sale,Residential House,,20210223,,,"1,399,900",3,4,2,,W,,,,"The Perfect Family Friendly Dream Home In Great Location. Harbord Village, Little Italy, In Downtown And Close To All Its Amenities Plus Schools, Libraries, Hospitals, Recreation Centres, U. Of T., Subway.  Don't Miss .All New Renovation And Upgrade., 10Ft High Ceilings, Both 2nd And Main Floor With Antique Plaster Decorative Mouldings . Walk-Up Finished Basement With Bedrooms &amp; 2 Washroom, Double Garage. And 2 Kitchen. 2017 Foundation , 2018 Air Conditioner, 2017 Fridge, 2017 Stove, 2020 Washer,2016 Dryer And Many New Upgrade""",https://www.realmaster.com/en/toronto-on/542-manning-ave/palmerston-little-italy-TRBC5124648?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=51,"542 Manning Ave, Toronto, Ontario, M6G 2V9"
2911,63 Farrell Ave | Townhouse For Sale,C5124343,for sale,Residential Townhouse,,20210223,,,"1,088,000",4,4,0,2000-2500,S,,,154.15,"**One Of The Largest Unit--Corner Unit--Over 2400Sf W/2Cars Parking Available**Super Bright--Natural Sunfilled Exposure**4Bedrms/4Washrms+Spacious/Generous Family Rm-Super Clean/Meticulously Maintained By Owner-Open Concept/Well-Laid Unit*Stunning Master W/5Pc Rnsuite+W/I Closet*Lower Level(Bsmt) Has Space For Hm Office/Studio--Lots Of Space-Amazing Natural Light*Direct Access To Garage*Extra Storage In-Outsides*Clean/Super Clean Hm-Conveniently Located 4 Ttc *Stainless Steeles Fridge,Stove,B/I Dishwasher,Hood Fan,Front-Load Washer/Dryer(2018),Centre Island,Granite Counter,Central Vaccum/Equipment,2Furnaces(2018)/2Cacs(2018),Pot Lits/Chndrs,Fireplace,Hardwood Flr,Laminate Flr,2 Balconies""",https://www.realmaster.com/en/toronto-on/63-farrell-ave/willowdale-west-TRBC5124343?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=51,"63 Farrell Ave, Toronto, Ontario, M2R1C7"
2912,2 Tangmere Rd | House For Sale,C5124331,for sale,Residential House,,20210222,,,"1,488,000",3,2,2,,N,,,,"**One Of A Kind Land--Premium 78Ft--Corner Property W/Endless Potential--Premium 78Ft Land**Potential Redeveloping Land**Suitable 4 Family-Hm Business Or Builder To Rebuild Or Investor To Rent-Out**Highly Desirable Area--Conveniently Located 4 Edward Gardens,Park,School,Shopping At Don Mills--Great School:Rippleton Ps/St Andrew's Ms/York Mills Ci**Corner Lot On 78Ft Frontage(Redeveloping Opportunity)--One Of A Kind Land--Corner Lot On Premium 78Ft Frontage! *Existing 2Fridges,Existing 2Stoves,Existing Washer,Exsiting Dryer,Hardwood Floor,Ceramic Floor,Tile Floor,Separate Entrance To Potential Solid Income Bsmt,2 Separate Entrances To Main Or Bsmt,Ovrszd Deck,2Kitchens(Main/Bsmt),Large Window""",https://www.realmaster.com/en/toronto-on/2-tangmere-rd/banbury-don-mills-TRBC5124331?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=51,"2 Tangmere Rd, Toronto, Ontario, M3B2N1"
2913,11 Bunty Ln | House For Sale,C5124322,for sale,Residential House,,20210223,,,"1,999,900",3,3,2,,E,,,,"Hello Bayview Village! Spacious Bright Open Concept 3 Bedroom Bungalow With 3 Bathrooms! Finished Basement With Separate Entrance- Potential Income Opportunity!!!! Situated On A Quiet Low Traffic Street. Perfect Location - Close To All Amenities, Ttc, Subway, Parks, Schools &amp; Easy Access To 401 &amp; 404.Enjoy Privacy Of Ur Own Bckyrd For Bbq &amp; Much More. Move Into This Conveniently Located Home W. Main Flr Laundry.Live In, Renovate, Or Build Your Dream Home! All Existing Elfs &amp; Window Coverings, 2 Fridges, Stovetop,Stove, Dishwasher, Washer &amp; Dryer All In As Is Condition.""",https://www.realmaster.com/en/toronto-on/11-bunty-ln/bayview-village-TRBC5124322?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=51,"11 Bunty Ln, Toronto, Ontario, M2K1W4"
2914,103-105 Chatsworth Dr | Other For Sale,C5123596,for sale,Residential Other,,20210222,,,"4,499,990",8,6,2,,S,,,,"Super Rare Lytton Park Legal 6-Plex Investment Property Backing Onto Ravine! Completely Renovated, Turn-Key And Ideal For All Investor Types. Solid Construction And Easy Maintenance. 4X-Two Bedroom Suites, 2X-One Bedroom Suites. 8 Surface Parking Spaces. Significant Upside In Rents And Potential For Further Development. Great Generational Portfolio Piece That Will Make Stable Passive Income For Decades. Aaa Property Is Located Between Yonge &amp; Avenue, An Unbeatable Pocket Of The City That Is Always In High-Demand. Close To Yonge Subway, Shops, Restaurants, Parks And Schools. 6 Fridges, 6 Stoves, 6 Washers, 6 Dryers, 5 Dishwashers +++""",https://www.realmaster.com/en/toronto-on/103-105-chatsworth-dr/lawrence-park-south-TRBC5123596?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=51,"103-105 Chatsworth Dr, Toronto, Ontario, M4R1R8"
2915,394 Old Orchard Grve | House For Sale,C5123381,for sale,Residential House,,20210222,,,"1,499,000",2,2,2,,N,,,,"Perfectly Located For A Live/Work. Zoned For C1 Commercial Allows For Multiple Opportunities. Original Bungalow With A One Storey Addition. Enjoy The Easy Access To The Express Ttc. Shops And Restaurants On Avenue Rd. Lots Of Future Potential. All Existing Light Fixtures, Planter Boxes, Built In Cabinetry.""",https://www.realmaster.com/en/toronto-on/394-old-orchard-grve/bedford-park-nortown-TRBC5123381?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=51,"394 Old Orchard Grve, Toronto, Ontario, M5M2E9"
2916,28 Broadleaf Rd | House For Sale,C5123241,for sale,Residential House,,20210222,,,"1,880,000",3,2,1,,N,,,,"A Rare Opprtnty To Own This Amazing Property, Huge 99Ftx142Ft Lot In 1 Of To's Hottest Nghbrhd. Live-In/Rent-Out/Build Your New Dream Home - Endless Possibilities. South Expsr, Open-Cncpt And Big Wdw Fill This House W/ Sunlight At Every Corner, All Day Long. Great Bsmt In-Law Suite W/ Sep Entrce And Xl Above-Grnd Wdw. Great Schools, Walking Trails, Edwards Gardens, Shops At Don Mills &amp; Library Nearby. Plans And Survey Available Upon Request. Master Bdrm W/ Double Closet. Large 2nd &amp; 3rd Bedroom, Each With Their Own Private Closet. Open-Concept Basement W/ Gas Fireplace, 2nd Kitchen, 4-Piece Bath &amp; Separate Rm With Relaxing Soaker Tub. Laminate Flooring &amp; Potlights T/O""",https://www.realmaster.com/en/toronto-on/28-broadleaf-rd/banbury-don-mills-TRBC5123241?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=51,"28 Broadleaf Rd, Toronto, Ontario, M3B1C2"
2917,53 Overbrook Pl | House For Sale,C5122395,for sale,Residential House,,20210220,,,"1,800,000",3,3,1,2500-3000,S,,,,"Full Splendour Of This Home Must Be Seen. Only Quality Finishes. Granite Counters. Hardwood Floors. Huge Casement Windows. Crown Moulding. California Shutters &amp; Blackout Blinds. Large Master Bedroom W/Ensuite Bath. Full Led Lighting Retrofit. New Backyard 400 Sf Deck. Finished Garage W/ Direct Access. Alarm System (Cameras, Key Pad Entry). New Front Door, Furnace, Washer/Dryer, Hot Water Tank, Stove &amp; Oven. Professionally Landscaped &amp; Illuminated. =&gt; More Info=&gt; Click Below=&gt; 'More Information' Or 'Multimedia' On Mobile.""",https://www.realmaster.com/en/toronto-on/53-overbrook-pl/bathurst-manor-TRBC5122395?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=51,"53 Overbrook Pl, Toronto, Ontario, M3H4P3"
2918,1231 Bathurst St | House For Sale,C5109056,for sale,Residential House,,20210209,,,"1,248,000",3,4,1,,E,,,,"Fully Professionally Renovated. Electrical, Pluming, Hvac Were Done.  New Furnace, A/C, Windows And Doors. Approx 2000 Sqft Of Total Living Space, Beautiful Open Concept Main Floor. Stunning Custom Kitchen W/Lrg Island ,Quartz Counters, Stainless Steel Appli.  Ensuite Master Bedroom, Large Useful Space In Attic,  Finished Bsmt Self Contained W/Sep Ent, Private 2 Car Parking Interlock Yard. 700 M From The Iconic Casa Loma, Walk To Subway/Streetcar. Main: Ss Fridges, Cooktop, Dishwasher, B/I Mwv &amp; Oven, Hood Fan. Bsmt: Stove, Fridge , Washer And Dryer, High Efficient Hot Water Heater Owned, All Elfs &amp; Window Coverings.""",https://www.realmaster.com/en/toronto-on/1231-bathurst-st/casa-loma-TRBC5109056?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=51,"1231 Bathurst St, Toronto, Ontario, M5R 3H3"
2919,100 Wedgewood Dr | House For Sale,C5105974,for sale,Residential House,,20210205,,,"1,788,000",3,4,2,,S,,,,"Renovated 3 Bedrooms Bungalow,3Pcs Ensuite Master, Separate Entrance With 2 Separate Basement Apartments (Rented) Income Property Monthly Over $5000, Rent Or Build Your Dream House In Most Desirable Willowdale East, Absolutely Amazing Extra Large 217 Depth Lot. Attention Builders, Investors, Enduser, Permit For 4000+ Sqf House With Amazing Architectural Drawings By A Renowned Architect. Main Floor Is Vacant Available For Showings, Basement 24 Hours Notice Furnace, Owned Hot Water Tank, Renovated Kitchen, Granite Countertop, Hardwood Floor. S/S Kitchen Appliances, Fridge, Stove, Dishwasher, Washer, Dryer Basement Includes: 2 New Fridges, 2 New Washers &amp; Dryers, 2 Stove""",https://www.realmaster.com/en/toronto-on/100-wedgewood-dr/willowdale-east-TRBC5105974?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=51,"100 Wedgewood Dr, Toronto, Ontario, M2M2H7"
2920,245 Oakwood Ave | House For Sale,C5099972,for sale,Residential House,,20210201,,,"1,499,900",4,3,1,,E,,,,"This Extensively Renovated Detached Home Presents A Range Of Affordable Living Opportunities. Lovely 2 1/2 Storey With 4 + 1 Beds, 3 Washrooms, 2 Kitchens &amp; Separate Entrances To 1st, 2nd And 3rd Floor. Decks On 2nd &amp; 3rd Floors Overlooking The Well Groomed &amp; Tranquil Back Yard. Ideal For Large Families Or Investors. Finished Basement Has Its Own Living Room. Very Convenient Locations, Steps To Ttc, Minutes Walk To Groceries, Lcbo And Oakwood Village. Stainless Steele Fridge, Stovetop &amp; Microwave (Main Flr); Fridge, Range And Microwave (3rd Flr); Washer &amp; Dryer, All Electrical Light Fixtures, All Window Coverings, Hot Water Tank (Owned) And Garden Shed; Exclude Gazebo And Patio Sets;""",https://www.realmaster.com/en/toronto-on/245-oakwood-ave/oakwood-vaughan-TRBC5099972?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=51,"245 Oakwood Ave, Toronto, Ontario, M6E2V3"
2921,383 Oakwood Ave | House For Sale,C5095203,for sale,Residential House,,20210127,,,"949,900",3,3,1,1500-2000,E,,,,"Detached Toronto Home On A Premium 30X105Ft Lot! Large Home Offers Incredible Potential To Renovate, Add On, Build Or Just Move In! Two Large Eat-In Kitchens, 3 Baths &amp; Rear Entrance To Basement! Main Floor Has Large Updated Kitchen With Walk Out To Backyard, Full Bathroom &amp; Excellent Floor Plan! Upper Level Has Full Bathroom, Large Eat In Kitchen &amp; Bedrooms! Fenced Yard &amp; Large Shed At Rear!  Outstanding Location Is Steps To All Toronto Has To Offer! Updated High Efficiency Gas Furnace; 100 Amp Service; Cair; Elightf; 2 Stoves; 2 Fridges; Washer; Window Coverings; Broadloom Where Attached; Shed; Hwt(R) All Included In As Is Condition""",https://www.realmaster.com/en/toronto-on/383-oakwood-ave/oakwood-vaughan-TRBC5095203?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=51,"383 Oakwood Ave, Toronto, Ontario, M6E2W1"
2922,30 Evansville Rd | House For Sale,E5127004,for sale,Residential House,,20210224,,,"699,000",3,3,2,,W,,,,"Semi-Detached/Bungalow-Raised Sunfilled House Located In High-Demand Neighbourhood In Scarborough. Bsmt W/ Seperate Entrance. 3 Drive Park Spaces By Front Door. Upgraded Hwt, Furnance And Cac By 2016. Super Convenient Location!! Minutes To Ttc, Supermarket, Shopping Mall, Banks And Schools. Short Cut Street To Midland Behind House! Must See!  Extra High Income From Tenant. Fridge, Stove, Dishwasher, Washer/Dryer, All Window Coverings, Light Fixture.""",https://www.realmaster.com/en/toronto-on/30-evansville-rd/agincourt-north-TRBE5127004?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=73,"30 Evansville Rd, Toronto, Ontario, M1V1L5"
2923,49 East Liberty Street | Condo Apt For Sale,,for sale,Residential Condo Apt,27,20210219,,,"689,000",2,2,0,500-699,,,,,"Liberty village 两房公寓楼花转让， 近go train station ,  向北步行10分钟到 Trinity Bellwoods park （多伦多市中心最大公园） ,向南步行10分钟到安大略湖畔，旁边Metro 超市，  室内666 尺+ 43 尺阳台，27楼东北角朝向 。价钱包一个车位。 2021年5月交钥匙""",https://www.realmaster.com/en/toronto-on/49-east-liberty-street/RM1-38189?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=73,"49 East Liberty Street, Toronto, Ontario, M6K 0A7"
