,title,MLS ID,transaction_type,home_type,level,first day on market,last day on market,sold_price,list_price,bedrooms,bathrooms,den,sqft,exposure,parking,locker,maintanance fee,description,link,address
0,18 Brookfield Rd | House For Sale,C5074734,for sale,Residential House,,20210104,,,"6,280,000",5,7,1,5000+,N,,,,"*Hoggs Hollow Hidden Jewel**Truly Elegant*56X295Ft Ravine Lot W/Lg Table Land*Spectacular/Luxurious 4558Sf(1st/2nd)+Apx 2400Sf Of Bsmt*Completely Redone W/World Class Materials&amp;Designer Deco*Impeccable Craftsmanship W/Superb Flr Plan*Exquisite Millwork/Built-In Shelves/Panelling/C-Speakers*H-Ceiling At All Lvls*Breathtaking Million Dollars Muskoka Cottage Setting Bkyd/Tranquil-Priv/Treed W/Heated Swimming Pool/Stone Deck/Built In Bbq*Allows All Season Parties *Paneled Refrigerator,Gas Stove,Paneled B/I Dishwasher,Range Hood,F/L Washer/Dryer,Gas Fireplaces,Cvac,B/I Outdr Bbq W/Stone Patio,Designer Quality Swimming Pool,Halogen Lits,Hardwood Floor,Panelled Lib-Shelves,Inclusions/Exclusions(Sch D)""",https://www.realmaster.com/en/toronto-on/18-brookfield-rd/bridle-path-sunnybrook-york-mills-TRBC5074734?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=15,"18 Brookfield Rd, Toronto, Ontario, M2P1A9"
1344,235 Sherway Gardens Rd 409 | Apartment For Sale,W5001251,for sale,Residential Apartment,4,20201126,,,"518,000",1,1,1,500-599,N,OwnedB20,Owned,468.1,"Highly Desirable Sherway Condominiums! One Bedroom Unit, Completly Private With Unobstructed North/West View, Has 9-Foot Ceilings ,Multi-Use Den, Hardwood Floors, Wall To Cileing Windows. Ensuite Laundry, Nice Terrace Can Fit Large Table, Great Amenities; Concierge, Exercise Room, Games Room, Indoor Pool, Party/Meeting Room, Hot Tub, Sauna, Gym, Library, Theater, Virtual Golf, Billiards. Steps To Ttc/Go/Hwys. Bike/Walk Trails Along Ravine-Downtown. Steps To Sherway Gardens Mall.,Parking Spot And Locker. Over Looks Sherway Gardens Shopping Centre. Includes Fridge, Stove, Dishwasher, Microwave, Washer, Dryer. All Electrical Light Fixtures. Window Coverings. Billiards.""",https://www.realmaster.com/en/toronto-on/235-sherway-gardens-rd/409-islington-city-centre-west-TRBW5001251?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=12,"409 235 Sherway Gardens Rd, Toronto, Ontario, M9C0A2"
1345,17 Abell St 103 | Apartment For Sale,C4969925,for sale,Residential Apartment,1,20201027,,,"609,900",1,1,1,600-699,W,None,Owned,505,"For More Info Click Multimedia - One Of Only 4 Street Level Residential/Commercial Suites On Trendy Abell Ave. 18Ft Ceilings, A True Loft! Completely Full Of Custom Upgrades, You Must See It In Person, Amazing Sense Of Style And Design. Rare Suite With Direct Outdoor Access. Brand New Kitchen, Washroom, Appliances And More! - For More Info Click Multimedia """,https://www.realmaster.com/en/toronto-on/17-abell-st/103-little-portugal-TRBC4969925?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=12,"103 17 Abell St, Toronto, Ontario, M6J0C6"
1346,185 Roehampton Ave 2710 | Apartment For Sale,C5098023,for sale,Residential Apartment,27,20210129,,,"799,800",2,2,0,700-799,SW,Owned29,Owned,603.85,"Modern &amp; Luxury 2 Bedroom+2Washroom Corner Unit With S/W Unobstructed City &amp; Lake View In The Prestigious Yonge/Eglinton Area. Custom Designed Kitchen With All Built In High-End Appliances. Floor To Ceiling Windows Bring Your Best View &amp; A Lots Of Natural Lights. New Painted And Ready To Move In. Nice Neighbourhoods &amp; Top Ranked Schools Around. Blackout Blinds, Nest Thermostats. **Includes 1 Parking Spot And 1 Storage Locker Enjoy Amazing Building Amenities.Steps To All The Conveniences Just Besides--Subway,Shops,Restaurants,Banks,Parks.. 24/7 Concierge. Amenities Include: Infinity Pool, Hot Tub, Sauna, Gym, Yoga Studio, Party Room, Common Area With Pool Table.""",https://www.realmaster.com/en/toronto-on/185-roehampton-ave/2710-mount-pleasant-west-TRBC5098023?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=12,"2710 185 Roehampton Ave, Toronto, Ontario, M4P1R4"
1347,3091 Dufferin St 1208 | Apartment For Sale,W5097021,for sale,Residential Apartment,13,20210129,,,"689,800",2,2,1,800-899,NE,Owned115,Owned,596.56,"Absolutely Stunning Corner Unit 2+Den Spacious Bedrooms With Tons Of Natural Light, Wrap Around Balcony W/Beautiful East &amp; North View Of City, Pool And Bbq Terrace Area From Balcony. Unbeatable Location With Ttc At Your Doorstep, Mins To The Lawrence W Subway, 401/Allen Express, Shopping, Dining, Groceries, Parks, Schools &amp; Short Drive To Yorkdale Mall! Upgraded Motorized Window Blinds. S/S Fridge, S/S Stove, Range Hood, B/I Microwave, B/I Dishwasher, Stacked Washer And Dryer. One Parking And One Locker. All Existing Light Fixtures.""",https://www.realmaster.com/en/toronto-on/3091-dufferin-st/1208-yorkdale-glen-park-TRBW5097021?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=12,"1208 3091 Dufferin St, Toronto, Ontario, M6A0C4"
1348,27 Rean Dr 317 | Apartment For Sale,C5067104,for sale,Residential Apartment,3,20201217,,,"568,000",2,2,0,800-899,N,Owned105,Owned,736.23,"Luxurious Condo, Bright And Spacious, Located In The Prestigious Bayview Village Community. Very Functional Floor Plan With Unobstructed View Center Of The Building, Clear View. One Of The Best Condos In The Area. Huge Balcony In The Center Of The Building (More Than 830 Sqft). Bright &amp; Large Bdrms, Hrwd Flr, Granite Countertop. The 2Ndbdroom Has Large Windows And A Large Closet, Walking Distance To Subway &amp; Ymca, Ss Appliances. Existing Appliances (Fridge, Stove, B/I Dishwasher, Microwave, Washer And Dryer Combo, Drapery Electric Fixture) Status Certificate Is Available""",https://www.realmaster.com/en/toronto-on/27-rean-dr/317-bayview-village-TRBC5067104?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=12,"317 27 Rean Dr, Toronto, Ontario, M2K0A6"
1349,15 Legion Rd 504 | Apartment For Sale,W5092816,for sale,Residential Apartment,5,20210124,,,"718,800",2,2,0,900-999,NW,Owned,Owned,809.76,"Luxury Waterfront Condo. Spacious 2 Bedroom 2 Baths Corner Unit With Wraparound Balcony. Large Living And Dining Area, Kitchen Features Granite Counters And Breakfast Bar. 1 Parking Space And Locker. Close To Shopping, Steps To Ttc, Close To Hwy427,Qew, Gardiner, Humber Bay Park And Water Front Trails. Building Amenities Include Rooftop Terrace, Pool, Yoga, Gym, Sauna, Hot Tub. Includes Appliances, Washer Dryer, Elfs And Window Coverings """,https://www.realmaster.com/en/toronto-on/15-legion-rd/504-mimico-TRBW5092816?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=12,"504 15 Legion Rd, Toronto, Ontario, M8V0A9"
1350,33 Shore Breeze Dr 2604 | Apartment For Sale,W5098040,for sale,Residential Apartment,4,20210129,,,"630,000",1,1,0,600-699,NE,Owned,Owned,490,"Simply A Beautiful Unit On The 26th Floor With A Stunning Wrap-Around 340Ft. Terrace With Beautiful Lake And City Views. A Wonderful Floor Plan With No Wasted Space. Many Upgrades Beyond Standard Finishes. Bedroom Closet Wardrobe Organization System. Convenient Parking And Huge Locker Directly In Front Of Parking Spot. Easy Access To Shopping, Restaurants And Qew. Interior Furniture Available. 24 Hours Notice Required For All Showings. Extras:Stainless Steel: """,https://www.realmaster.com/en/toronto-on/33-shore-breeze-dr/2604-mimico-TRBW5098040?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=12,"2604 33 Shore Breeze Dr, Toronto, Ontario, M8V 0G1"
1351,5155 Sheppard Ave E 512 | Apartment For Sale,E5094477,for sale,Residential Apartment,5,20210126,,,"474,000",1,1,1,700-799,N,Common1,None,300,"Brand New!! Spacious 1+1 Suite (Large Den Can Be Used As 2nd Bedroom) W/ With Gorgeous Sun-Filled Atrium In Building Convenient Located At Markham/Sheppard Area. Large Windows W/Unobstructed View. Fully Upgraded W/ Laminate Floors Throughout. 2 Mins Drive To Hwy 404. Mins To U Of T Scarborough Campus &amp; Centennial College. Ttc At Door Steps, Close To Parks, Schools, Restaurant, Plazas, Banks &amp; All Amenities. S/S Stove ,Fridge ,Washer And Dryer , Central A/C .Furnace ,""",https://www.realmaster.com/en/toronto-on/5155-sheppard-ave-e/512-malvern-TRBE5094477?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=12,"512 5155 Sheppard Ave E, Toronto, Ontario, M1B0C8"
1352,10 York St 6004 | Apartment For Sale,C5098213,for sale,Residential Apartment,60,20210129,,,"799,900",1,1,1,600-699,E,None,Owned,407,"*****Location ******Location******Location***** Very Bright One Bedroom Plus Den Condo .Incredible Views .Locker Included.High End Amenities Included Fitness Centre,Theatre Room,Private Lounge,Party Room,Media/Games Room, Club Spa,Spin&amp;Yoga Studios,Pool,Sauna And Much More.Near To Everything Like Cn Tower,Arena,Lake,Shopping,Bank, Rogers ,Union Subway. High End Appliances S/S Fridge,Stove,Microwave,Dishwasher,Built In Cook-Top,Washer And Dryer.""",https://www.realmaster.com/en/toronto-on/10-york-st/6004-waterfront-communities-c1-TRBC5098213?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=12,"6004 10 York St, Toronto, Ontario, M5J2Z2"
1353,151 Village Green Sq 1101 | Apartment For Sale,E5096475,for sale,Residential Apartment,11,20210128,,,"529,900",2,2,0,700-799,E,Exclusive,None,515.62,"Spacious Split 2-Bedroom Floor Plan. Built &amp; Managed By Tridel - Luxurious 5 Star Hotel Style Quality Condo With Club House Facilities. Laminate Floor (July 2017) Throughout, Open Modern Kitchen. Open Balcony Clear East View. One Parking, Easy Access To Hwy 401. Steps To Ttc, Hotel, Super Market, Park, Shopping. (Scarborough Town Centre). Existing Fridge, Stove, Washer, Dryer, Built-In Dishwasher, Microwave Oven, Kitchen Hood, Granite Counter Top.""",https://www.realmaster.com/en/toronto-on/151-village-green-sq/1101-agincourt-south-malvern-west-TRBE5096475?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=12,"1101 151 Village Green Sq, Toronto, Ontario, M1S0K5"
1354,1717 Avenue Rd 305 | Apartment For Sale,C5093921,for sale,Residential Apartment,3,20210125,,,"1,429,000",2,2,1,1200-1399,S,Owned#73,Owned,1043.04,"Welcome To 1717 Avenue Road, One Of Toronto's Most Coveted Boutique Condo Buildings Located In The Heart Of Bedford Park. Rarely Available, Two Bedroom + Den, Two Bathrooms, South Facing Exposure With Covered Balcony Equipped With Gas Line For Bbq Connection. Perfect For Downsizing, Turn Key With 5 Star Services And Amenities, Such As Valet And Porter Service, Gym, Luxurious Entertainment Party Room, Guest Suites And 24Hr Concierge. Don't Miss Out. Parking +Locker Include. Sub-Zero/Wolf Appliances, Miele Washer/Dryer, Turn Key Ready To Move-In. Exceptional Value For Buying In C-4 Neighborhood. Boutique Building Has It All. Grocery Store On Ground Floor, Banks, Starbucks, Pusateris.""",https://www.realmaster.com/en/toronto-on/1717-avenue-rd/305-bedford-park-nortown-TRBC5093921?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=12,"305 1717 Avenue Rd, Toronto, Ontario, M5M3Y5"
1355,14 York St 6312 | Apartment For Sale,C5094946,for sale,Residential Apartment,63,20210126,,,"729,000",1,1,1,500-599,E,Owned,Owned,595,"Luxury Ice 2 - 1+1 Bedroom In The Heart Of Downtown South Financial District. Unit Has Been Freshly Painted And New Broadloom. Excellent Layout With Designer Kitchen, Built-In Appliances, Granite Counter Top And Hardwood Floors, Easy Path Access To Union Station, Acc Rogers Centre And Go Network. Steps To Longos Supermarket, Shops. Restaurants And Harbour Front. Extras:Fridge, Stove, Washer Dryer, Built In Microwave, Range Hood. One Parking And One Locker .""",https://www.realmaster.com/en/toronto-on/14-york-st/6312-waterfront-communities-c1-TRBC5094946?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=12,"6312 14 York St, Toronto, Ontario, M5J2Z2"
1356,66 Forest Manor Rd 217 | Apartment For Sale,C5086974,for sale,Residential Apartment,2,20210117,,,"559,900",1,1,1,600-699,S,Owned,Owned,515.53,"Most Desirable Floor Plan In Emerald City, One Of The Best Maintained Building In The Complex, 1 Br + Den, With A Big Open Balcony, 9Ft Ceiling, All Stainless Steel Appliances With Granite Counter Top In Kitchen, One Parking Plus One Locker Included. 24 Hr Concierge, Don Mills Subway Access Through P1 Parking &amp; Ttc Buses, Fairview Mall, Close To Hwy 404. Existing S/S Fridge, S/S Stove, S/S Built-In Dishwasher, S/S Built-In Microwave Range Hood, Washer &amp; Dryer. All Electrical Light Fixtures And Window Blinds.""",https://www.realmaster.com/en/toronto-on/66-forest-manor-rd/217-henry-farm-TRBC5086974?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=12,"217 66 Forest Manor Rd, Toronto, Ontario, M2J1M6"
1357,10 York St 5503 | Apartment For Sale,C4944684,for sale,Residential Apartment,52,20201007,,,"1,082,000",2,2,0,800-899,NE,Owned42,Owned,550,"Rare Opportunity In Popular Tridel Building Two Bed 2 Bath Condo On The 55th Floor A Spacious Unit With Approx 830 Sqft Of Space. One Parking&amp;Locker,Steps From Union Station, Subway, Scotiabank Arena, Shopping, Grocery, Harbourfront Keyless Building. Spa, Gym, Guest Suites, Theatre, Media Rm, Billiards Rm, Outdoor Pool, Steam Room, Sauna. Laminate Throughout, Fridge &amp; Dishwasher, Oven &amp; Microwave, Electric Cook-Top, Washer &amp; Dryer. Leasing Was Commenced On Dec.1,2020 With $2700 Rent For One Years Term.""",https://www.realmaster.com/en/toronto-on/10-york-st/5503-waterfront-communities-c1-TRBC4944684?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=12,"5503 10 York St, Toronto, Ontario, M5J2Z2"
1358,399 Spring Garden Ave 514 | Apartment For Sale,C5098293,for sale,Residential Apartment,5,20210129,,,"579,000",1,2,1,600-699,N,Owned10,Owned,497.75,"Gorgeous 1+1 With 2 Bath Luxurious Condo, Unobstructed North Views, Open Balcony,9 Foot Ceiling, Freshly Painted, Modern Kitchen With Granite Countertop, Stunning Bathroom With Marble Surround And 8 Rain Shower Head, Italian Builtin Oven And Microwave, New Bloomberg Washer And Dryer. Upgrades: Flat Ceiling Throughout, Professional Closet Organizer In Master Bedroom And Foyer Closets, Master Bathroom Marble Tub Surround, Hunter Douglas Blinds Frameless Closet Sliding Mirrored Doors In Foyer And Master Bedroom, Kitchen Hardware Upgrade. Steps To Subway, School, Restaurants, Mall, Close To Major 400 Series Highways""",https://www.realmaster.com/en/toronto-on/399-spring-garden-ave/514-willowdale-east-TRBC5098293?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=12,"514 399 Spring Garden Ave, Toronto, Ontario, M2N3H6"
1359,47 Tineta Cres | House For Sale,E5098699,for sale,Residential House,,20210130,,,"699,000",3,3,1,,S,,,,"Bright Open Concept 3 Bedroom W/ Finished Walkout Basement W/ Separate Entrance, That Can Easily Be Converted Into An Basement Apartment. Rarely 200 Feet Deep Lot With Private Yard &amp; 14.5' X 8' Deck. A Quiet Neighborhood Area Conveniently Located Near Schools, Scarborough Town Centre Mall, Public Transit And Hwy 401. Must See! Appliances:  Fridge,  Stove, Range Hood, Washer &amp; Dryer, Elfs. Garage Door Opener, Hwt (Rental)""",https://www.realmaster.com/en/toronto-on/47-tineta-cres/agincourt-south-malvern-west-TRBE5098699?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=40,"47 Tineta Cres, Toronto, Ontario, M1S2Y5"
1360,55 Ann O'reilly Road | Condo Apt For Sale,,for sale,Residential Condo Apt,20,20210125,,,"689,000",2,2,1,700-799,NE,,,458,"暗盘代售，Tridel打造，55 Ann O’reilly高级公寓，高层2+1户型，方正宽敞维护佳，视野开阔，大Oversized车位，可并排停两辆车！实价$689,900🔥🔥视频云看房+户型图Available。WX:Deven-chen""",https://www.realmaster.com/en/toronto-on/55-ann-oreilly-road/RM1-37157?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=40,"55 Ann O'reilly Road, Toronto, Ontario, M2J 5B5"
1361,6 Sonic Way N1101 | Apartment For Sale,C5085726,for sale,Residential Apartment,11,20210115,,,"579,000",1,2,1,600-699,W,OwnedA36,Owned,489.52,"Prime Locations!! Brand New Super Sonic Condos Featuring Future Eglinton Crosstown Lrt At Your Door. One Of The Most Demanded Areas In Toronto! Unobstructed View. Floor To Ceiling Windows, Laminate Floors Throughout, Quartz Counter-Tops, S/S Appliances. Minutes To Highway, Light Rail, Ttc, Science Centre, Sunnybrook, Edward Garden Supermarket And Lots Of Restaurants W/ Different Flavours.Many Parks Trails Near By. Luxurious Amenities And So Many More! Brand New (Never Been Used) S/S Fridge, Stove, Dishwasher, Microwave, Quartz Counter, Stacked Washer And Dryer. All Elf's""",https://www.realmaster.com/en/toronto-on/6-sonic-way/n1101-flemingdon-park-TRBC5085726?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=40,"N1101 6 Sonic Way, Toronto, Ontario, M3C 0P1"
1362,105 Hickorynut Dr | House For Sale,C5096492,for sale,Residential House,,20210128,,,"888,000",3,2,0,,E,,,,"Located In The Heart Of Pleasant View, Sitting On A Quiet Street, Mins To Highway 404, 401, Cherokee Public School, Our Lady Of Mount Carmel, St. Gerald Catholic School, Seneca, Fairview Mall, Shawnee Park,  Don Mills Subway, Ttc, Stores, Shopping Malls, All You Can List. Spacious And Fully Functional Layout. Living Room With Large Window And Look Out To The Front Yard. Walk Out To Patio, Walk-Out Basement W Separate Entrance, Decent Potential Rental Income! Appliances, Elfs, Window Coverings. Freezer In Basement Storage.""",https://www.realmaster.com/en/toronto-on/105-hickorynut-dr/pleasant-view-TRBC5096492?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=40,"105 Hickorynut Dr, Toronto, Ontario, M2J4W6"
1363,225 Sumach St | Condo Apt For Sale,,for sale,Residential Condo Apt,16,20210118,,,"729,000",2,2,0,800-899,SE,,,,"💥💥💥抄底捡漏💥💥💥 DuEast精品楼盘，现已交房，Corner户型，两面采光，近市中心大学校区， Dundas Square, 楼下有足球场，游泳馆，各种商铺，餐馆，绝对让你领略东区的全新现代完善社区。 2房，2卫，朝东南， 855平方尺+150平方尺阳台，15层以上，挥泪降价，只要$729,000，捡漏拼手快，速联！可以安排看房， 绝对是购买转楼花的最佳阶段。""",https://www.realmaster.com/en/toronto-on/225-sumach-st/RM1-36931?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=40,"225 Sumach St, Toronto, Ontario, M5A3K3"
1364,112 Bayview Rdg | Townhouse For Sale,C5062482,for sale,Residential Townhouse,,20201210,,,"2,099,000",3,5,1,3500-5000,N,,,369.31,"Brand New Luxury Townhome In Prestigious Bayview Ridge, Premium Corner Unit W/ Lots Of Window &amp; South East Exposure. Approx 4000 S.F. Living Space!  9'-10'-9' Smooth Ceilings. High End Finishes W/ $$$ Upgrades. Crown Moulding &amp; Pot Lights. Hardwood Floor Throughout. Fin. Bsmt W/4th Bdrm Or Theater, Open Office &amp; Rec. Gas Connection On Rooftop Garden. Cross From Windfields Park, Close To Edwards Grdns, Sunnybrook Park... Live &amp; Work W/Elevator** B/I Miele Appl (Fridge, Gas Cooktop, Dishwasher, Hood Range, Oven &amp; Microwave). Washer &amp; Dryer. All Elfs. Gdo, Cac, Cvac. Mins To Top Private Schools (Tfs, Ucc, Bss, Havergal, Crescent), Golf, &amp; Sunnybrook Hospital.""",https://www.realmaster.com/en/toronto-on/112-bayview-rdg/bridle-path-sunnybrook-york-mills-TRBC5062482?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=40,"112 Bayview Rdg, Toronto, Ontario, M2L0A4"
1365,3625 Lake Shore Blvd W 504 | Apartment For Sale,W5054492,for sale,Residential Apartment,5,20201202,,,"299,900",1,1,0,0-499,N,Exclusive,Exclusive,374,"Rarely Offered 1 Bedroom/Bachelor In South Etobicoke Is Waiting For You! Just Steps To The Lake! Fully Reno'd Throughout W/ Modern Open Concept Kitchen, Sleek Laminate Flrs, Neutral Paint &amp; Modern Bath! Large Balcony W/ North Exposure &amp; Wood Tile Floors! Low Maint Fees Incl All Utilities, Property Taxes &amp; Cable! A Must See-Will Go Fast! 1 Underground Parking Locker! All Kitchen Appliances (Fridge, Stove, Microwave), Lights &amp; Fixtures. Outdoor Pool Facilities! Great Affordable Living In South Etobicoke! This Is Co-Op Apt!""",https://www.realmaster.com/en/toronto-on/3625-lake-shore-blvd-w/504-long-branch-TRBW5054492?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=40,"504 3625 Lake Shore Blvd W, Toronto, Ontario, M8W4W2"
1366,68 Merton St 701 | Apartment For Sale,C5086729,for sale,Residential Apartment,7,20210117,,,"624,900",1,1,1,600-699,S,None,None,473,"Fabulous Meticulously Maintained 1 Bedroom Plus Den In A Boutique Condominium In Most Sought After Midtown Toronto Location. Easy Access To The Downtown Or Uptown Thru Davisville Subway Station. Stroll, Jog Or Bike On The Beltline Trail. Walk To Park, Shops, Cafes &amp; Restaurants. Engineered Wood In Living/Dining/Kitchen/Den. Stunning Kitchen With Granite Counters, Backsplash, S/S Appliances. Bright Large Master Bedroom With Large Closet, And Large Windows. Fridge, Stove, Dishwasher, Microwave Hood, Stacked White Washer And Dryer. All Electric Light Fixtures. Exclude Light Fixture Above Dining Table.""",https://www.realmaster.com/en/toronto-on/68-merton-st/701-mount-pleasant-west-TRBC5086729?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=40,"701 68 Merton St, Toronto, Ontario, M4S0A7"
